record_id,source_dataset,source_file,expected_technique_code,expected_stage_code,label_source,label_quality,mapping_confidence,source_type,parser_source,pcap_based,flow_only,prompt_available,rag_available,in_balanced_eval_set,reserved_small_coverage_holdout,review_decision,review_reason,codex_review_is_final
cse_cic_ids2018_bot_fri02::flow::000019,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,True,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000020,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,True,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000021,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000022,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000023,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000024,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000025,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000026,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000027,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000028,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000029,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
cse_cic_ids2018_bot_fri02::flow::000030,cse_cic_ids2018_bot_fri02,datasets/public/feasibility/labels/cse_cic_ids2018_bot_fri02.csv,TA11_02,TA11,CSE-CIC-IDS2018 Label=Bot,medium_flow_only,medium,flow,flow_csv,False,True,True,True,False,False,accept_medium_needs_review,flow-only public label can support future SFT after manual review,False
